hashtag,music_track,views,likes,comments,shares,engagement_rate,upload_time,cluster
#fyp,Cardio loop,262205,33099,4540,3323,0.164444,2025-01-09 20:00:00,2
#fyp,Trap beat,10040,1271,141,129,0.164442,2025-06-02 15:00:00,2
#fyp,Trap beat,137445,16948,2497,1343,0.164342,2025-03-23 18:00:00,2
#fyp,Tor Monitor Ketua,560,84,5,3,0.16428571428571428,2025-11-24 08:54:37,2
#coding,Bintang 5,52567,6799,575,687,0.164248,2025-08-11 17:00:00,2
#kuliner,Toolbox clack,5805,729,94,83,0.164169,2025-04-17 22:00:00,2
#fashion,City stroll,131494,16048,1153,1540,0.164137,2025-07-27 19:00:00,2
#outfit,Pica Pica,50883,6216,783,610,0.164063,2025-06-28 19:00:00,2
#makeup,Bark hop,262938,33874,2918,3295,0.16402,2025-03-24 15:00:00,2
#umkm,Golden,116954,15557,1098,1568,0.164013,2025-05-19 13:00:00,2
#recipe,Pica Pica,128299,15879,2205,1189,0.164,2025-07-08 07:00:00,2
#fyp,Ambient glow,15653,1812,230,237,0.163994,2025-08-29 23:00:00,2
#grubspot,million dollar baby,3900000,533900,1764,103900,0.16399076923076922,2024-05-12 04:33:15,2
#fyp,Gallery pad,16898,2074,309,250,0.163984,2025-03-27 15:00:00,2
#fyp,Indie brush,50024,6814,454,450,0.163981,2025-07-19 17:00:00,2
#asmr,sugarcrash!,22300000,3600000,19800,36800,0.1639730941704036,2021-07-03 14:47:55,2
#kuliner,8bit loop,87471,11676,1024,922,0.163929,2025-08-04 10:00:00,2
#fashion,Kasih Tau Mama,16074,1992,134,256,0.163867,2025-04-05 20:00:00,2
#fyp,Ticker bed,19175,2384,370,231,0.163859,2025-04-08 18:00:00,2
#dogtok,Drumline,50573,6432,761,678,0.163823,2025-07-29 14:00:00,2
#umkm,Turbo whoosh,13417,1661,241,186,0.163822,2025-04-11 02:00:00,2
#fyp,Ngga Dulu,41381,5083,723,633,0.163771,2025-03-08 14:00:00,2
#umkm,Bark hop,37288,4843,461,448,0.163726,2025-01-17 21:00:00,2
#umkm,Microscope hum,73427,8451,1153,852,0.163714,2025-07-13 14:00:00,2
#recipe,Ambient glow,110554,13928,1869,1396,0.163703,2025-05-02 12:00:00,2
#learnontiktok,Clap beat,36426,4665,658,342,0.163702,2025-02-07 18:00:00,2
#makeup,Boss fight theme,25483,3406,327,228,0.163599,2025-01-10 23:00:00,2
#dogtok,Woodshop groove,403435,51166,5592,5935,0.163575,2025-01-17 16:00:00,2
#streamer,Aesthetic synth,300938,36694,3181,2753,0.163495,2025-03-15 21:00:00,2
#makeup,Cardio loop,39738,4931,565,557,0.163446,2025-06-26 14:00:00,2
#skincare,Stadium chant,57481,7622,801,501,0.163411,2025-04-12 19:00:00,2
#fyp,Waves & bells,122793,14815,1294,1040,0.163405,2025-03-28 16:00:00,2
#ootd,Chalkboard beat,79407,9477,772,801,0.163311,2025-07-26 21:00:00,2
#viral,Sunset pad,74105,9460,1325,711,0.163295,2025-08-06 08:00:00,2
#fashion,Cosmic pad,53503,6199,515,548,0.163187,2025-02-21 05:00:00,2
#makeup,Turbo whoosh,28645,3551,265,390,0.16317,2025-01-16 16:00:00,2
#fyp,Clean corporate bed,363856,48128,2898,5356,0.163111,2025-07-19 22:00:00,2
#kuliner,Adrenaline synth,33482,3957,515,367,0.163073,2025-05-18 14:00:00,2
#fashion,Paint stroke ASMR,52965,6914,634,657,0.163051,2025-06-30 20:00:00,2
#fashion,closer by nine inch nails instrumental slowed,286800,45900,26,811,0.1629602510460251,2025-11-14 07:04:56,2
#fyp,LoFi makeup beat,51815,6385,697,507,0.162926,2025-06-18 17:00:00,2
#cattok,Calon Mantu Terbaik Mamamu,64685,8771,645,578,0.162789,2025-05-26 12:00:00,2
#foodie,Chalkboard beat,21444,2685,364,267,0.162749,2025-02-23 19:00:00,2
#fashion,Golden,76902,9692,815,887,0.162662,2025-02-15 13:00:00,2
#fyp,Subtle groove,158448,20731,2412,1340,0.162646,2025-06-27 21:00:00,2
#motivation,Ambient pulse,38115,4825,506,557,0.162613,2025-01-24 14:00:00,2
#streamer,Chill guitar,54025,6893,907,546,0.16261,2025-07-11 15:00:00,2
#fyp,Alamak,46741,6108,625,487,0.162598,2025-01-05 15:00:00,2
#kuliner,Soft glam loop,261318,30436,3155,2161,0.16253,2025-08-03 04:00:00,2
#fyp,Soft focus,38405,4953,409,567,0.162505,2025-08-08 16:00:00,2
#coding,Kitchen groove,40941,5248,616,457,0.162502,2025-04-27 16:00:00,2
#ootd,Turbo whoosh,149541,18429,2502,2148,0.16245,2025-02-08 15:00:00,2
#pets,LoFi makeup beat,39217,4669,679,427,0.162302,2025-02-27 19:00:00,2
#fyp,Ambient glow,24787,3085,452,281,0.162141,2025-01-09 18:00:00,2
#makananviral,Bark hop,18251,2119,327,182,0.162128,2025-01-29 20:00:00,2
#tech,Stadium chant,19595,2458,198,205,0.162082,2025-08-12 19:00:00,2
#fyp,Street vibe,127603,14694,2276,1038,0.162049,2025-05-02 22:00:00,2
#makeup,Microscope hum,47123,6004,417,450,0.16198,2025-02-21 20:00:00,2
#viral,Ambient glow,14959,1939,180,183,0.161976,2025-06-21 07:00:00,2
#umkm,Soft glam loop,26127,3447,241,262,0.16194,2025-06-20 02:00:00,2
#fyp,Glitch hop,35773,4168,391,333,0.16191,2025-05-23 12:00:00,2
#fyp,Alamak,70102,8904,632,777,0.161907,2025-05-11 18:00:00,2
#fyp,Quirky jingle,40910,5297,641,351,0.161819,2025-04-25 13:00:00,2
#cortis,fashion,1600000,254200,983,3726,0.161818125,2025-09-14 06:14:16,2
#fashion,Cardio loop,24265,2831,387,252,0.161673,2025-04-11 15:00:00,2
#fyp,Subtle groove,35863,4296,449,455,0.161587,2025-08-26 20:00:00,2
#fyp,Bintang 5,66582,8645,749,825,0.161545,2025-05-06 17:00:00,2
#fyp,Waves & bells,118447,15502,1683,993,0.161541,2025-01-20 22:00:00,2
#fashion,Chill guitar,44280,5009,850,379,0.16154,2025-06-28 13:00:00,2
#foodie,Ticker bed,62440,8111,952,519,0.161531,2025-04-15 19:00:00,2
#fyp,Ambient pulse,21092,2443,176,294,0.161483,2025-06-15 14:00:00,2
#gameclip,Waves & bells,63065,7759,1077,562,0.161405,2025-08-20 23:00:00,2
#beauty,Pica Pica,99633,13129,1159,988,0.161392,2025-05-06 09:00:00,2
#fyp,Indie brush,35945,4425,647,438,0.161358,2025-02-21 16:00:00,2
#fyp,Waves & bells,93991,11432,1433,1268,0.161313,2025-01-28 23:00:00,2
#pets,Aesthetic synth,142076,16637,1839,2140,0.161231,2025-04-12 21:00:00,2
#fyp,Sizzle ASMR,24445,3054,339,320,0.161219,2025-06-05 07:00:00,2
#umkm,Aesthetic synth,102732,12291,1771,969,0.161206,2025-06-06 21:00:00,2
#viral,Quirky jingle,76450,8677,1199,681,0.161125,2025-06-06 15:00:00,2
#kuliner,Blue,166564,20898,2750,1822,0.160959,2025-03-11 21:00:00,2
#outfit,Neutral piano,44508,5595,801,409,0.160937,2025-04-04 21:00:00,2
#kuliner,Boss fight theme,66200,7971,1201,947,0.160891,2025-03-18 01:00:00,2
#viral,Chill guitar,34602,4203,531,347,0.160887,2025-06-22 17:00:00,2
#fashion,Indie brush,627189,81097,6249,8464,0.1608,2025-03-08 18:00:00,2
#cattok,Pop groove,56458,6957,526,691,0.160739,2025-08-10 08:00:00,2
#learnontiktok,Bintang 5,66392,8292,1238,573,0.160697,2025-06-27 19:00:00,2
#fyp,Paint stroke ASMR,34552,4209,505,539,0.160656,2025-07-05 19:00:00,2
#fyp,Cardio loop,34176,4303,401,512,0.160639,2025-05-03 14:00:00,2
#streetfood,City stroll,71430,8144,962,1141,0.160619,2025-03-05 23:00:00,2
#fyp,Trap beat,69447,8635,593,1006,0.160612,2025-01-09 19:00:00,2
#umkm,Adrenaline synth,37178,4640,491,542,0.160606,2025-06-20 19:00:00,2
#viral,Ticker tick,194453,22703,3358,2449,0.16046,2025-03-26 20:00:00,2
#fyp,Sizzle ASMR,43840,5440,583,597,0.160424,2025-06-11 19:00:00,2
#fyp,Toolbox clack,8619,980,133,107,0.160343,2025-07-03 18:00:00,2
#kuliner,LoFi makeup beat,10933,1287,188,159,0.16034,2025-04-21 18:00:00,2
#wonyoung,dvzzet,20300,3133,14,107,0.16029556650246304,2025-11-18 17:56:19,2
#fyp,Boss fight theme,168342,21349,1828,1955,0.160198,2025-03-16 15:00:00,2
#tech,Tape measure click,10274,1257,164,142,0.160113,2025-06-26 14:00:00,2
#pets,City stroll,46104,5723,642,646,0.160073,2025-08-22 19:00:00,2
#fyp,Engine rev,16091,2092,175,156,0.159965,2025-08-07 16:00:00,2
#viral,Runway loop,35108,4340,456,537,0.159878,2025-07-11 20:00:00,2
#viral,Adrenaline synth,57197,7086,610,676,0.159869,2025-05-25 19:00:00,2
#outfit,Engine rev,19657,2500,219,266,0.159841,2025-01-10 20:00:00,2
#umkm,Whistle loop,42067,5394,565,429,0.15984,2025-02-09 06:00:00,2
#viral,Subtle groove,103257,12848,1864,965,0.159815,2025-07-09 15:00:00,2
#viral,Sizzle ASMR,25368,3185,430,237,0.159808,2025-05-09 16:00:00,2
#makeup,LoFi makeup beat,112663,12847,1047,1322,0.159795,2025-05-10 16:00:00,2
#fyp,Clean corporate bed,43002,4846,511,507,0.15976,2025-06-28 16:00:00,2
#esports,Goofy bass,197063,24120,3050,2733,0.159726,2025-03-01 07:00:00,2
#viral,Street vibe,68230,8585,756,1011,0.159695,2025-05-23 13:00:00,2
#ootd,Ambient pulse,32458,4132,493,299,0.159683,2025-02-14 22:00:00,2
#fyp,City stroll,28534,3344,469,402,0.159634,2025-02-21 07:00:00,2
#kuliner,Gallery pad,333184,39214,3101,4704,0.15956,2025-04-19 13:00:00,2
#aelfriceden,parasocial,64200,9876,94,268,0.15947040498442366,2025-11-14 08:56:09,2
#viral,Pica Pica,67300,8570,872,752,0.159435,2025-03-28 18:00:00,2
#viral,Street vibe,40979,4921,361,340,0.159277,2025-02-28 22:00:00,2
#dogtok,Gallery pad,49088,5889,803,728,0.159102,2025-02-14 19:00:00,2
#fyp,Stadium chant,45625,5253,772,379,0.159079,2025-06-23 07:00:00,2
#esports,Blue,11240,1355,190,154,0.159075,2025-02-24 21:00:00,2
#fyp,Hype trap,24306,3091,373,209,0.159055,2025-07-06 08:00:00,2
#viral,Waves & bells,156651,19998,1853,1817,0.159035,2025-01-09 23:00:00,2
#makananviral,Lab beeps,58673,7243,634,476,0.159017,2025-01-31 16:00:00,2
#viral,Hype trap,74091,8774,1205,1052,0.158994,2025-04-27 19:00:00,2
#motivation,Cardio loop,42132,5302,562,499,0.158953,2025-05-23 19:00:00,2
#dogtok,Dora Dora,91372,11384,1103,1309,0.158933,2025-02-23 14:00:00,2
#fashion,Ticker bed,122049,14185,1200,1469,0.15892,2025-08-25 23:00:00,2
#viral,Kasih Tau Mama,89646,11046,1609,878,0.158903,2025-03-07 11:00:00,2
#fyp,Chill guitar,58090,7004,613,840,0.158891,2025-07-07 12:00:00,2
#fyp,Gallery pad,30964,3662,386,281,0.158862,2025-02-01 21:00:00,2
#fashion,Ambient glow,22349,2717,293,319,0.158844,2025-08-27 19:00:00,2
#fyp,Kitchen groove,111830,13159,1824,1295,0.158839,2025-08-03 15:00:00,2
#fyp,Microscope hum,23060,2754,320,274,0.158803,2025-01-24 07:00:00,2
#viral,Hype trap,32092,3663,356,324,0.158793,2025-01-05 13:00:00,2
#gameclip,Ticker tick,33138,3714,375,283,0.15873,2025-04-14 16:00:00,2
#kuliner,Ticker bed,82046,9379,1242,1026,0.158716,2025-08-24 15:00:00,2
#fyp,Neutral piano,415750,53943,4172,4560,0.158684,2025-03-05 22:00:00,2
#viral,Pop groove,46229,5312,699,522,0.158667,2025-01-10 08:00:00,2
#4nim0sity,nanda putri,32000,4722,86,267,0.15859375,2025-10-08 05:45:44,2
#fyp,Sunset pad,217565,27343,2036,2853,0.158582,2025-08-28 15:00:00,2
#gameclip,Cosmic pad,182644,21147,2832,2080,0.15856,2025-08-01 21:00:00,2
#umkm,Microscope hum,482082,59313,7573,5018,0.158517,2025-05-28 12:00:00,2
#wanderlust,Subtle groove,9042,1090,115,104,0.158483,2025-07-08 22:00:00,2
#kuliner,Sizzle ASMR,23439,2873,394,262,0.158454,2025-04-29 00:00:00,2
#kuliner,Waves & bells,53451,6489,755,644,0.158444,2025-02-06 15:00:00,2
#kuliner,Glitch hop,22869,2790,206,255,0.158424,2025-08-11 17:00:00,2
#kuliner,Sizzle ASMR,57760,7358,497,838,0.158414,2025-08-24 17:00:00,2
#fashion,Backpack beat,11938,1436,215,146,0.158402,2025-04-18 19:00:00,2
#viral,Ambient pulse,51012,5780,951,548,0.158335,2025-03-07 00:00:00,2
#makeup,Lab beeps,77212,9386,1184,1044,0.15833,2025-05-27 16:00:00,2
#kuliner,Dora Dora,226956,27980,3644,2512,0.158321,2025-06-20 21:00:00,2
#learnontiktok,Soft glam loop,47857,6087,639,466,0.15818,2025-06-01 15:00:00,2
#viral,8bit loop,20974,2721,227,194,0.158101,2025-08-05 18:00:00,2
#kuliner,Boss fight theme,183400,21918,2390,2269,0.158075,2025-03-04 15:00:00,2
#workout,Runway loop,15786,1940,229,202,0.158051,2025-07-06 13:00:00,2
#fyp,Sizzle ASMR,282913,32324,5213,4449,0.157992,2025-02-22 13:00:00,2
#outfit,Adrenaline synth,49621,6233,746,464,0.157877,2025-02-19 17:00:00,2
#fyp,City stroll,163869,19991,2353,2228,0.157839,2025-08-02 17:00:00,2
#kuliner,Subtle groove,27785,3300,492,373,0.157783,2025-08-15 19:00:00,2
#fyp,Ticker tick,72628,8419,1205,1136,0.157777,2025-06-07 16:00:00,2
#kuliner,Pica Pica,70553,7865,1057,1040,0.157754,2025-03-25 20:00:00,2
#ootd,Ticker bed,46852,5750,757,514,0.157731,2025-03-06 17:00:00,2
#streetfood,Paint stroke ASMR,48341,5644,773,678,0.157672,2025-08-11 21:00:00,2
#fashion,Glitch hop,73339,9194,873,918,0.157665,2025-04-06 22:00:00,2
#coding,Gallery pad,203496,24336,3346,1878,0.15763,2025-08-22 18:00:00,2
#fyp,Dora Dora,13681,1633,206,138,0.157591,2025-05-16 16:00:00,2
#dogtok,Microscope hum,57026,6820,981,735,0.15756,2025-05-09 17:00:00,2
#esports,Gallery pad,39617,4850,636,444,0.157559,2025-01-26 22:00:00,2
#fyp,Kasih Tau Mama,10913,1317,160,89,0.157519,2025-06-12 18:00:00,2
#esports,Ambient glow,71657,9069,1051,603,0.157514,2025-05-07 15:00:00,2
#esports,Highway synth,38213,4700,603,314,0.157433,2025-03-29 13:00:00,2
#fyp,Aesthetic synth,64854,7710,1149,841,0.157431,2025-06-23 16:00:00,2
#kuliner,Paint stroke ASMR,54432,6938,476,726,0.157407,2025-01-14 09:00:00,2
#makananviral,Turbo whoosh,42543,5380,422,559,0.15737,2025-01-26 15:00:00,2
#makananviral,Quirky jingle,26640,3286,343,354,0.157357,2025-08-15 03:00:00,2
#coding,Turbo whoosh,120586,15054,1496,1471,0.157307,2025-05-03 20:00:00,2
#kuliner,Woodshop groove,109796,14029,1288,986,0.157264,2025-05-23 23:00:00,2
#fyp,Chill guitar,72387,8077,1095,885,0.157238,2025-03-07 18:00:00,2
#tech,Boss fight theme,109884,13298,1869,1245,0.157211,2025-01-27 17:00:00,2
#cattok,Sunset pad,22760,2828,296,276,0.157206,2025-06-01 18:00:00,2
#fyp,Goofy bass,18663,2272,303,193,0.157102,2025-02-03 20:00:00,2
#outfit,Ticker bed,70597,9190,583,760,0.157046,2025-04-06 11:00:00,2
#umkm,Paint stroke ASMR,323246,38381,5037,4797,0.157007,2025-08-26 09:00:00,2
#makeup,Aesthetic synth,19383,2457,218,184,0.156993,2025-05-23 15:00:00,2
#fyp,Calm piano,204294,24113,3394,2962,0.156989,2025-06-20 10:00:00,2
#fyp,Circuit synth,45330,5689,380,691,0.15696,2025-04-06 12:00:00,2
#gameclip,Soft focus,241524,26748,3138,2004,0.156817,2025-07-22 23:00:00,2
#workout,Golden,24909,2877,288,233,0.156771,2025-02-19 14:00:00,2
#fyp,Dora Dora,34653,4378,417,276,0.156754,2025-08-08 20:00:00,2
#fyp,Ticker bed,2540,288,34,28,0.156693,2025-04-21 14:00:00,2
#makeup,City stroll,100962,11966,1018,837,0.156633,2025-07-03 16:00:00,2
#kuliner,Golden,41781,5052,714,451,0.156626,2025-05-18 20:00:00,2
#fashion,Lab beeps,19282,2312,328,228,0.156571,2025-03-07 21:00:00,2
#gaming,Sunset pad,38687,4446,310,558,0.156538,2025-07-08 16:00:00,2
#fyp,Goofy bass,156721,18476,2522,2301,0.156488,2025-02-10 12:00:00,2
#fyp,8bit loop,199832,23298,2667,2206,0.156466,2025-05-06 18:00:00,2
#learnontiktok,Bark hop,99868,11135,909,850,0.156436,2025-05-09 19:00:00,2
#kuliner,Hype trap,62684,7118,494,654,0.15642,2025-07-26 09:00:00,2
#fyp,Ambient glow,56292,6905,931,529,0.156417,2025-06-20 11:00:00,2
#umkm,Calm piano,17358,2132,178,192,0.156412,2025-02-17 08:00:00,2
#fyp,Trap beat,20103,2528,160,195,0.156395,2025-04-29 13:00:00,2
#ootd,Runway loop,25949,2855,277,356,0.156307,2025-03-14 17:00:00,2
#ootd,Alamak,56275,6785,1012,560,0.156304,2025-05-23 14:00:00,2
#ootd,Highway synth,100972,12099,1853,1040,0.156291,2025-03-12 13:00:00,2
#fyp,Sunset pad,118243,14229,1874,1045,0.15628,2025-04-27 20:00:00,2
#pets,Bintang 5,34455,4200,321,299,0.156262,2025-02-23 08:00:00,2
#crafts,Drumline,15566,2030,148,133,0.156238,2025-02-15 22:00:00,2
#recipe,Soft focus,120853,15073,995,1248,0.156223,2025-05-07 06:00:00,2
#fashion,Dora Dora,186849,21412,2180,2447,0.156201,2025-08-03 13:00:00,2
#fyp,Dora Dora,35717,4407,477,415,0.156172,2025-01-09 17:00:00,2
#umkm,Ambient pulse,75675,9585,848,794,0.156168,2025-01-18 14:00:00,2
#kuliner,Engine rev,60463,6793,831,940,0.156162,2025-06-01 13:00:00,2
#streamer,Street vibe,54754,7190,441,484,0.156007,2025-03-04 21:00:00,2
#fyp,8bit loop,145578,16252,2151,1394,0.155985,2025-05-10 19:00:00,2
#viral,Calm piano,46431,5646,381,537,0.15593,2025-01-20 22:00:00,2
#streetfood,Street vibe,28587,3259,356,366,0.15591,2025-08-02 19:00:00,2
#fashion,Bintang 5,35085,4096,610,491,0.155907,2025-06-26 16:00:00,2
#fyp,Hype trap,249882,30441,2987,3146,0.155886,2025-08-31 01:00:00,2
#ootd,Backpack beat,28541,3222,385,301,0.155881,2025-05-31 20:00:00,2
#streamer,Glitch hop,75686,9519,795,893,0.155854,2025-07-10 23:00:00,2
#fyp,Woodshop groove,32807,4043,343,471,0.15582,2025-08-15 14:00:00,2
#viral,Blue,326453,36674,5294,4468,0.155811,2025-07-10 15:00:00,2
#fyp,Turbo whoosh,342775,42155,5914,2669,0.155811,2025-02-28 17:00:00,2
#outfit,Engine rev,26927,3366,386,234,0.155792,2025-03-07 17:00:00,2
#cattok,Highway synth,313004,36380,5732,4212,0.155787,2025-02-19 20:00:00,2
#fyp,8bit loop,182904,22484,2276,2242,0.155765,2025-07-31 22:00:00,2
#gameclip,Circuit synth,19686,2199,191,230,0.155745,2025-01-02 08:00:00,2
#motivation,Runway loop,16000,1950,260,157,0.155688,2025-07-05 19:00:00,2
#fyp,Quirky jingle,125957,15765,1201,1159,0.155609,2025-01-21 23:00:00,2
#skincare,Chalkboard beat,291477,36242,2277,2307,0.155587,2025-08-10 14:00:00,2
#makeup,Runway loop,28550,3471,337,412,0.155587,2025-04-16 14:00:00,2
#streetfood,Hype trap,49280,5765,851,667,0.15556,2025-06-13 19:00:00,2
#makananviral,Street vibe,14751,1871,133,165,0.155515,2025-01-16 22:00:00,2
#outfit,Toolbox clack,48857,6059,732,427,0.155515,2025-02-14 16:00:00,2
#wanderlust,Sizzle ASMR,222473,24243,4064,2733,0.155498,2025-08-16 22:00:00,2
#workout,Chill guitar,496456,64117,4949,4254,0.15546,2025-01-27 18:00:00,2
#fyp,Ticker bed,150766,18721,1315,2226,0.155426,2025-04-26 10:00:00,2
#wanderlust,Aesthetic synth,188193,22825,3060,1898,0.155399,2025-02-09 14:00:00,2
#streamer,Adrenaline synth,317460,39443,4459,2958,0.155377,2025-02-16 12:00:00,2
#wanderlust,Cardio loop,146992,16935,1521,1618,0.155376,2025-02-13 14:00:00,2
#fyp,Ngga Dulu,24805,3037,266,359,0.155372,2025-07-04 18:00:00,2
#fyp,Bark hop,32067,4011,379,343,0.155362,2025-02-17 21:00:00,2
#fyp,Neutral piano,1115432,134449,14815,15300,0.155299,2025-01-03 08:00:00,2
#fyp,Subtle groove,28426,3214,456,300,0.15528,2025-04-11 12:00:00,2
#skincare,Dora Dora,21246,2479,310,274,0.155276,2025-01-12 01:00:00,2
#learnontiktok,LoFi makeup beat,151283,18304,2037,1971,0.155245,2025-06-06 15:00:00,2
#viral,Turbo whoosh,54238,6365,779,484,0.155205,2025-08-15 21:00:00,2
#kuliner,Woodshop groove,268621,33070,3116,3421,0.155204,2025-05-07 15:00:00,2
#umkm,City stroll,122973,13475,2107,1795,0.155123,2025-02-05 16:00:00,2
#kuliner,Boss fight theme,20954,2629,271,188,0.155102,2025-01-31 18:00:00,2
#esports,Soft glam loop,99888,12017,1597,1104,0.155094,2025-08-22 19:00:00,2
#ootd,Runway loop,35354,3855,441,293,0.155089,2025-05-07 16:00:00,2
#viral,Sunset pad,153858,18867,1497,1619,0.155085,2025-08-09 16:00:00,2
#fyp,Drumline,537103,66850,5209,7068,0.155075,2025-06-24 23:00:00,2
#cattok,Street vibe,216422,25192,2306,2071,0.155021,2025-02-20 17:00:00,2
#ootd,Trap beat,47456,5689,782,408,0.155007,2025-02-23 20:00:00,2
#fyp,Ticker bed,5944,687,79,48,0.154946,2025-01-01 08:00:00,2
#fyp,Street vibe,42128,5205,437,559,0.154933,2025-05-15 19:00:00,2
#gaming,Waves & bells,7417,847,84,108,0.154914,2025-07-28 02:00:00,2
#streamer,Circuit synth,97237,11617,1385,1304,0.154869,2025-04-06 20:00:00,2
#workout,Chalkboard beat,33263,3628,529,392,0.154827,2025-08-31 18:00:00,2
#wanderlust,Pica Pica,79662,9425,1005,668,0.154817,2025-08-29 07:00:00,2
#outfit,Kitchen groove,28955,3610,319,329,0.154792,2025-05-28 17:00:00,2
#fyp,Blue,28609,3376,466,365,0.154776,2025-05-26 23:00:00,2
#kuliner,Runway loop,20089,2345,261,198,0.154761,2025-08-22 02:00:00,2
#umkm,Neutral piano,183387,21291,2374,2481,0.154711,2025-05-16 19:00:00,2
#fyp,Lab beeps,102756,12233,1393,1477,0.154706,2025-04-18 17:00:00,2
#pets,Bintang 5,100066,12384,858,910,0.154678,2025-01-24 16:00:00,2
#fyp,Ticker tick,143610,16082,2164,1984,0.154662,2025-08-07 22:00:00,2
#workout,Waves & bells,135806,17599,1152,1200,0.15464,2025-01-28 09:00:00,2
#streamer,Chill guitar,30304,3321,489,367,0.1546,2025-01-02 17:00:00,2
#fyp,Hype trap,73152,8256,983,950,0.154555,2025-02-08 18:00:00,2
#fyp,Clap beat,218840,25632,3681,2809,0.154506,2025-01-25 15:00:00,2
#serunyabelajar,lindayohana29,83400,12700,44,140,0.15448441247002398,2023-10-15 19:38:42,2
#fyp,Engine rev,190116,21871,2618,1631,0.154469,2025-04-04 19:00:00,2
#pets,Calon Mantu Terbaik Mamamu,104367,12456,1684,1172,0.154426,2025-03-15 19:00:00,2
#pets,Ambient glow,128953,14204,1013,1245,0.154421,2025-03-14 19:00:00,2
#fashion,Street vibe,26164,3227,264,347,0.154411,2025-02-02 14:00:00,2
#fyp,Chalkboard beat,35085,4013,621,427,0.154368,2025-01-03 14:00:00,2
#cattok,Waves & bells,167724,20373,2853,1356,0.154271,2025-01-28 13:00:00,2
#makeup,Stadium chant,19440,2367,283,183,0.154218,2025-07-04 17:00:00,2
#jeans,muevelou,802900,94000,418,29400,0.15421347614896003,2025-11-16 23:33:34,2
#wanderlust,Sunset pad,29453,3697,233,385,0.154212,2025-04-03 13:00:00,2
#jeans,muevelou,803000,94000,418,29400,0.1541942714819427,2025-11-16 23:33:34,2
#learnontiktok,Adrenaline synth,65479,8162,830,600,0.154187,2025-05-23 18:00:00,2
#foodie,Waves & bells,36464,4008,340,439,0.154179,2025-06-14 21:00:00,2
#streetfood,Pop groove,34825,3852,610,531,0.154142,2025-08-29 18:00:00,2
#makananviral,Quirky jingle,143786,16274,1620,1662,0.154132,2025-05-23 15:00:00,2
#fashion,Sizzle ASMR,46278,5506,648,487,0.15409,2025-06-01 19:00:00,2
#motivation,Woodshop groove,27665,3294,351,352,0.154057,2025-05-05 22:00:00,2
#skincare,Bark hop,82736,10314,811,890,0.154056,2025-03-10 19:00:00,2
#recipe,Boss fight theme,9394,1167,109,99,0.154034,2025-08-01 19:00:00,2
#fyp,Cardio loop,44347,5259,605,625,0.154013,2025-05-12 19:00:00,2
#makananviral,Soft glam loop,14900,1613,219,145,0.15396,2025-03-22 08:00:00,2
#coding,Circuit synth,87913,10068,1547,1243,0.153948,2025-02-18 13:00:00,2
#streamer,Arabic pop,35657,4080,550,278,0.153911,2025-01-30 17:00:00,2
#umkm,Calon Mantu Terbaik Mamamu,16021,1845,273,224,0.153861,2025-06-01 11:00:00,2
#skincare,Clean corporate bed,20291,2478,237,251,0.153861,2025-07-05 19:00:00,2
#viral,LoFi makeup beat,37447,4526,621,324,0.153764,2025-07-26 21:00:00,2
#fashion,Bintang 5,255671,30362,4104,2871,0.153721,2025-04-12 14:00:00,2
#fyp,Adrenaline synth,1284333,146408,15785,18435,0.153716,2025-07-04 17:00:00,2
